"Date","Region","Merchant category","Amount CHF","Number of transactions"
"2019-08-07","Lake Geneva","Other",3273099.49,28167
"2019-08-07","Lake Geneva","Retail: Food, beverage, tobacco",8979382.04,224771
"2019-08-07","Lake Geneva","Retail: Fuel stations",2149028.18,52201
"2019-08-07","Lake Geneva","Retail: Other goods",12725496.25,119026
"2019-08-07","Lake Geneva","Transport services",587653.99,26393
"2019-08-07","Northwestern","Accommodation",342805.76,2589
"2019-08-07","Northwestern","Food and beverage services",877958.42,26214
"2019-08-07","Northwestern","Other",1530974.85,14799
"2019-08-07","Northwestern","Retail: Food, beverage, tobacco",4801220.89,135565
"2019-08-07","Northwestern","Retail: Fuel stations",1429013.45,34013
"2019-08-07","Northwestern","Retail: Other goods",6105792.75000001,71564
"2019-08-07","Northwestern","Transport services",194855.05,10799
"2019-08-07","Ticino","Accommodation",659822.48,2328
"2019-08-07","Ticino","Food and beverage services",502661.93,9938
"2019-08-07","Ticino","Other",957294.19,7100
"2019-08-07","Ticino","Retail: Food, beverage, tobacco",1238985.42,29837
"2019-08-07","Ticino","Retail: Fuel stations",891799.34,17538
"2019-08-07","Ticino","Retail: Other goods",2501071.23,23489
"2019-08-07","Ticino","Transport services",23266.94,1857
"2019-08-07","Zurich","Accommodation",1113800.31,5878
"2019-08-07","Zurich","Food and beverage services",3142588,112408
"2019-08-07","Zurich","Other",2412092.32,19756
"2019-08-07","Zurich","Retail: Food, beverage, tobacco",7948039.25,290522
"2019-08-07","Zurich","Retail: Fuel stations",1314163.75,33349
"2019-08-07","Zurich","Retail: Other goods",10246792.87,108972
"2019-08-07","Zurich","Transport services",252963.8,13010
"2019-08-08","9999","Food and beverage services",8106.35,587
"2019-08-08","9999","Retail: Food, beverage, tobacco",247.8,4
"2019-08-08","9999","Retail: Fuel stations",24141.34,629
"2019-08-08","9999","Retail: Other goods",1308.25,39
"2019-08-08","Central","Accommodation",1298552.37,6436
"2019-08-08","Central","Food and beverage services",994195.63,21317
"2019-08-08","Central","Other",1100895.36,9501
"2019-08-08","Central","Retail: Food, beverage, tobacco",3990254.71,102882
"2019-08-08","Central","Retail: Fuel stations",1271439.77,29337
"2019-08-08","Central","Retail: Other goods",8158647.46,50460
"2019-08-08","Central","Transport services",335352.49,9059
"2019-08-08","Eastern","Accommodation",1531301.22,6691
"2019-08-08","Eastern","Food and beverage services",982127.36,20566
"2019-08-08","Eastern","Other",1385418.38,10349
"2019-08-08","Eastern","Retail: Food, beverage, tobacco",5441750.74,123175
"2019-08-08","Eastern","Retail: Fuel stations",1829168.28,41823
"2019-08-08","Eastern","Retail: Other goods",5815861.50999999,67279
"2019-08-08","Eastern","Transport services",243756.85,6823
"2019-08-08","Espace Mittelland","Accommodation",1892963.32,9575
"2019-08-08","Espace Mittelland","Food and beverage services",1908249.41,41896
"2019-08-08","Espace Mittelland","Other",1844557.08,15200
"2019-08-08","Espace Mittelland","Retail: Food, beverage, tobacco",8467361.12,240187
"2019-08-08","Espace Mittelland","Retail: Fuel stations",2558455.53,60404
"2019-08-08","Espace Mittelland","Retail: Other goods",11729417.01,107565
"2019-08-08","Espace Mittelland","Transport services",440561.65,13463
"2019-08-08","Lake Geneva","Accommodation",2860440.91,12738
"2019-08-08","Lake Geneva","Food and beverage services",3457420.09,82525
"2019-08-08","Lake Geneva","Other",3188220.24,25775
"2019-08-08","Lake Geneva","Retail: Food, beverage, tobacco",8196878.89,222001
"2019-08-08","Lake Geneva","Retail: Fuel stations",2331504.93,58344
"2019-08-08","Lake Geneva","Retail: Other goods",11049861.78,108210
"2019-08-08","Lake Geneva","Transport services",750643.450000001,27793
"2019-08-08","Northwestern","Accommodation",453047.11,2971
"2019-08-08","Northwestern","Food and beverage services",964683.21,26319
"2019-08-08","Northwestern","Other",1477927.67,13331
"2019-08-08","Northwestern","Retail: Food, beverage, tobacco",4935861.41,140750
"2019-08-08","Northwestern","Retail: Fuel stations",1528055.25,38132
"2019-08-08","Northwestern","Retail: Other goods",5608618.93,68418
"2019-08-08","Northwestern","Transport services",209223.19,10483
"2019-08-08","Ticino","Accommodation",694343.02,2463
"2019-08-08","Ticino","Food and beverage services",581220.8,11174
"2019-08-08","Ticino","Other",972847.9,9411
"2019-08-08","Ticino","Retail: Food, beverage, tobacco",1277186.55,31909
"2019-08-08","Ticino","Retail: Fuel stations",1045365.21,20545
"2019-08-08","Ticino","Retail: Other goods",2211850.35,18793
"2019-08-08","Ticino","Transport services",81454.59,2842
"2019-08-08","Zurich","Accommodation",1302637.39,6760
"2019-08-08","Zurich","Food and beverage services",3562124.19,122539
"2019-08-08","Zurich","Other",2469346.65,20039
"2019-08-08","Zurich","Retail: Food, beverage, tobacco",7925035.2,301935
"2019-08-08","Zurich","Retail: Fuel stations",1441963.99,38660
"2019-08-08","Zurich","Retail: Other goods",9798938.85,107673
"2019-08-08","Zurich","Transport services",276409.64,12586
"2019-08-09","9999","Food and beverage services",7833.6,496
"2019-08-09","9999","Retail: Food, beverage, tobacco",104.4,4
"2019-08-09","9999","Retail: Fuel stations",28865.44,746
"2019-08-09","9999","Retail: Other goods",2094,43
"2019-08-09","Central","Accommodation",1480567.28,7445
"2019-08-09","Central","Food and beverage services",1168396.87,24345
"2019-08-09","Central","Other",1196765.29,9718
"2019-08-09","Central","Retail: Food, beverage, tobacco",5621297.26,120780
"2019-08-09","Central","Retail: Fuel stations",1422758.32,32806
"2019-08-09","Central","Retail: Other goods",6278189.37,50781
"2019-08-09","Central","Transport services",384860.86,9456
"2019-08-09","Eastern","Accommodation",1770283.75,7989
"2019-08-09","Eastern","Food and beverage services",1178565.97,22938
"2019-08-09","Eastern","Other",1456628.26,11151
"2019-08-09","Eastern","Retail: Food, beverage, tobacco",6912374.83,142812
"2019-08-09","Eastern","Retail: Fuel stations",2103641.6,48420
"2019-08-09","Eastern","Retail: Other goods",5584497.81,66121
"2019-08-09","Eastern","Transport services",276249.7,7430
"2019-08-09","Espace Mittelland","Accommodation",2137891.17,10528
"2019-08-09","Espace Mittelland","Food and beverage services",2096683.34,42203
"2019-08-09","Espace Mittelland","Other",1741267.1,15510
"2019-08-09","Espace Mittelland","Retail: Food, beverage, tobacco",11385898.5,273460
"2019-08-09","Espace Mittelland","Retail: Fuel stations",2821088.59,65994
"2019-08-09","Espace Mittelland","Retail: Other goods",10845822.36,105665
"2019-08-09","Espace Mittelland","Transport services",420768.27,13366
"2019-08-09","Lake Geneva","Accommodation",3137271.81,14139
"2019-08-09","Lake Geneva","Food and beverage services",3811261.38,85442
"2019-08-09","Lake Geneva","Other",3369505.69,27466
"2019-08-09","Lake Geneva","Retail: Food, beverage, tobacco",10455603.59,246841
"2019-08-09","Lake Geneva","Retail: Fuel stations",2630985.98,64791
"2019-08-09","Lake Geneva","Retail: Other goods",10776226.81,108784
"2019-08-09","Lake Geneva","Transport services",741775.53,28054
"2019-08-09","Northwestern","Accommodation",488485.9,3231
"2019-08-09","Northwestern","Food and beverage services",1120302.35,27099
"2019-08-09","Northwestern","Other",1613885.31,14233
"2019-08-09","Northwestern","Retail: Food, beverage, tobacco",6508094.94,158391
"2019-08-09","Northwestern","Retail: Fuel stations",1672396.23,41681
"2019-08-09","Northwestern","Retail: Other goods",5610720.46,69929
"2019-08-09","Northwestern","Transport services",198090.8,10517
"2019-08-09","Ticino","Accommodation",927755,2773
"2019-08-09","Ticino","Food and beverage services",627673.88,11626
"2019-08-09","Ticino","Other",1344584.86,11376
"2019-08-09","Ticino","Retail: Food, beverage, tobacco",1338462.74,32460
"2019-08-09","Ticino","Retail: Fuel stations",1267312.03,23459
"2019-08-09","Ticino","Retail: Other goods",1913307.98,16973
"2019-08-09","Ticino","Transport services",70223.05,2591
"2019-08-09","Zurich","Accommodation",1461879.68,7023
"2019-08-09","Zurich","Food and beverage services",3956166.41,126244
"2019-08-09","Zurich","Other",2683191.58,23759
"2019-08-09","Zurich","Retail: Food, beverage, tobacco",10183344.1,332399
"2019-08-09","Zurich","Retail: Fuel stations",1612284.87,43167
"2019-08-09","Zurich","Retail: Other goods",10842544.12,113159
"2019-08-09","Zurich","Transport services",251168.99,12441
"2019-08-10","9999","Food and beverage services",6733.2,297
"2019-08-10","9999","Retail: Food, beverage, tobacco",305.9,9
"2019-08-10","9999","Retail: Fuel stations",27542.53,633
"2019-08-10","9999","Retail: Other goods",1930.25,43
"2019-08-10","Central","Accommodation",1364114.35,5889
"2019-08-10","Central","Food and beverage services",1183483.69,22628
"2019-08-10","Central","Other",994634.71,8722
"2019-08-10","Central","Retail: Food, beverage, tobacco",7328132.83,130554
"2019-08-10","Central","Retail: Fuel stations",1270343.18,27433
"2019-08-10","Central","Retail: Other goods",9546871.95000001,69715
"2019-08-10","Central","Transport services",173881.55,7279
"2019-08-10","Eastern","Accommodation",2078894.4,7832
"2019-08-10","Eastern","Food and beverage services",1182979.73,19715
"2019-08-10","Eastern","Other",1173883.62,10201
"2019-08-10","Eastern","Retail: Food, beverage, tobacco",9710308.16999999,167172
"2019-08-10","Eastern","Retail: Fuel stations",1975991.84,42613
"2019-08-10","Eastern","Retail: Other goods",8421031.38,91686
"2019-08-10","Eastern","Transport services",149382.1,5987
"2019-08-10","Espace Mittelland","Accommodation",2072437.92,8959
"2019-08-10","Espace Mittelland","Food and beverage services",2004260.64,34233
"2019-08-10","Espace Mittelland","Other",1399213.69,13843
"2019-08-10","Espace Mittelland","Retail: Food, beverage, tobacco",14643300.27,286133
"2019-08-10","Espace Mittelland","Retail: Fuel stations",2667740.24,58734
"2019-08-10","Espace Mittelland","Retail: Other goods",14864965.46,140841
"2019-08-10","Espace Mittelland","Transport services",259198.19,10726
"2019-08-10","Lake Geneva","Accommodation",2972615.09,12985
"2019-08-10","Lake Geneva","Food and beverage services",3509712.51,63217
"2019-08-10","Lake Geneva","Other",2279764.57,23134
"2019-08-10","Lake Geneva","Retail: Food, beverage, tobacco",13260191.97,257386
"2019-08-10","Lake Geneva","Retail: Fuel stations",2409880.78,55961
"2019-08-10","Lake Geneva","Retail: Other goods",15213390.18,144226
"2019-08-10","Lake Geneva","Transport services",587948.84,27414
"2019-08-10","Northwestern","Accommodation",369086.1,2549
"2019-08-10","Northwestern","Food and beverage services",1065867.17,22718
"2019-08-10","Northwestern","Other",1255514.8,13167
"2019-08-10","Northwestern","Retail: Food, beverage, tobacco",9477692.64,179020
"2019-08-10","Northwestern","Retail: Fuel stations",1570627.2,35961
"2019-08-10","Northwestern","Retail: Other goods",9348643.37,101685
"2019-08-10","Northwestern","Transport services",200798.86,12056
"2019-08-10","Ticino","Accommodation",908071.71,2970
"2019-08-10","Ticino","Food and beverage services",611786.13,9472
"2019-08-10","Ticino","Other",648413.74,12456
"2019-08-10","Ticino","Retail: Food, beverage, tobacco",1745589.9,36154
"2019-08-10","Ticino","Retail: Fuel stations",1121865.82,22440
"2019-08-10","Ticino","Retail: Other goods",2444121.22,22948
"2019-08-10","Ticino","Transport services",46572.25,2135
"2019-08-10","Zurich","Accommodation",1166312.68,6016
"2019-08-10","Zurich","Food and beverage services",3069853.57,80601
"2019-08-10","Zurich","Other",1863795.94,17099
"2019-08-10","Zurich","Retail: Food, beverage, tobacco",14764549.43,341680
"2019-08-10","Zurich","Retail: Fuel stations",1434099.19,34131
"2019-08-10","Zurich","Retail: Other goods",11524073.04,124960
"2019-08-10","Zurich","Transport services",218068.83,12625
"2019-08-11","9999","Food and beverage services",2767.7,117
"2019-08-11","9999","Retail: Food, beverage, tobacco",518.9,10
"2019-08-11","9999","Retail: Fuel stations",27605.69,792
"2019-08-11","9999","Retail: Other goods",50,1
"2019-08-11","Central","Accommodation",1641477.73,7810
"2019-08-11","Central","Food and beverage services",788859.26,15134
"2019-08-11","Central","Other",268283.86,3968
"2019-08-11","Central","Retail: Food, beverage, tobacco",383112.84,21312
"2019-08-11","Central","Retail: Fuel stations",1313899.61,32714
"2019-08-11","Central","Retail: Other goods",2813060.09,5623
"2019-08-11","Central","Transport services",468425.42,10316
"2019-08-11","Eastern","Accommodation",2487133.47,8860
"2019-08-11","Eastern","Food and beverage services",961970.170000001,14999
"2019-08-11","Eastern","Other",316131.75,4419
"2019-08-11","Eastern","Retail: Food, beverage, tobacco",570514.67,23197
"2019-08-11","Eastern","Retail: Fuel stations",1942899.96,47710
"2019-08-11","Eastern","Retail: Other goods",433920.91,5065
"2019-08-11","Eastern","Transport services",266710.94,7002
"2019-08-11","Espace Mittelland","Accommodation",2021479.85,9361
"2019-08-11","Espace Mittelland","Food and beverage services",1466741.97,24622
"2019-08-11","Espace Mittelland","Other",331422.99,5740
"2019-08-11","Espace Mittelland","Retail: Food, beverage, tobacco",1111023.9,60580
"2019-08-11","Espace Mittelland","Retail: Fuel stations",2553932.08,64730
"2019-08-11","Espace Mittelland","Retail: Other goods",3064752.5,8421
"2019-08-11","Espace Mittelland","Transport services",452423.35,10441
"2019-08-11","Lake Geneva","Accommodation",2939040.21,12651
"2019-08-11","Lake Geneva","Food and beverage services",2683666.54,49386
"2019-08-11","Lake Geneva","Other",835563.2,13830
"2019-08-11","Lake Geneva","Retail: Food, beverage, tobacco",1267362.88,49315
"2019-08-11","Lake Geneva","Retail: Fuel stations",2345525.21,61249
"2019-08-11","Lake Geneva","Retail: Other goods",1181144.08,14952
"2019-08-11","Lake Geneva","Transport services",552420.29,18632
"2019-08-11","Northwestern","Accommodation",352629.22,2397
"2019-08-11","Northwestern","Food and beverage services",700500.52,13433
"2019-08-11","Northwestern","Other",343755.63,5927
"2019-08-11","Northwestern","Retail: Food, beverage, tobacco",647139.28,29822
"2019-08-11","Northwestern","Retail: Fuel stations",1469685.95,38997
"2019-08-11","Northwestern","Retail: Other goods",141717.88,3125
"2019-08-11","Northwestern","Transport services",184200.32,6080
"2019-08-11","Ticino","Accommodation",907019.459999999,2832
"2019-08-11","Ticino","Food and beverage services",472704.93,7232
"2019-08-11","Ticino","Other",311028.26,8037
"2019-08-11","Ticino","Retail: Food, beverage, tobacco",84112.9,4601
"2019-08-11","Ticino","Retail: Fuel stations",896782.59,20279
"2019-08-11","Ticino","Retail: Other goods",786889.66,5571
"2019-08-11","Ticino","Transport services",51700.25,1762
"2019-08-11","Zurich","Accommodation",1290672.75,6113
"2019-08-11","Zurich","Food and beverage services",2487588.31,68789
"2019-08-11","Zurich","Other",663048.75,10170
"2019-08-11","Zurich","Retail: Food, beverage, tobacco",1388515.93,80331
"2019-08-11","Zurich","Retail: Fuel stations",1569031.34,45828
"2019-08-11","Zurich","Retail: Other goods",1092478.62,18000
"2019-08-11","Zurich","Transport services",209551.5,9031
"2019-08-12","9999","Food and beverage services",6192.95,598
"2019-08-12","9999","Retail: Fuel stations",23386.33,596
"2019-08-12","9999","Retail: Other goods",1521,41
"2019-08-12","Central","Accommodation",969989.13,4106
"2019-08-12","Central","Food and beverage services",680655.710000001,18519
"2019-08-12","Central","Other",939331.06,7601
"2019-08-12","Central","Retail: Food, beverage, tobacco",4597655.5,111642
"2019-08-12","Central","Retail: Fuel stations",1129410.63,25614
"2019-08-12","Central","Retail: Other goods",7066792.75,53102
"2019-08-12","Central","Transport services",131172.35,6021
"2019-08-12","Eastern","Accommodation",1149181.35,4226
"2019-08-12","Eastern","Food and beverage services",525184.26,15841
"2019-08-12","Eastern","Other",994640.99,8043
"2019-08-12","Eastern","Retail: Food, beverage, tobacco",5655945.92,129696
"2019-08-12","Eastern","Retail: Fuel stations",1626773.08,35586
"2019-08-12","Eastern","Retail: Other goods",5113150.99,61295
