"Date","Channel","Merchant category","Amount CHF","Number of transactions"
"2019-05-14","POS","Retail: Other goods",43971637.5399999,445930
"2019-05-15","All","Accommodation",7128974.9,31955
"2019-05-15","All","Entertainment and sports",2277236.66,24418
"2019-05-15","All","Food and beverage services",11165011.89,365652
"2019-05-15","All","Human health services",3063186.79,12174
"2019-05-15","All","Motor vehicles",2484920.97,9539
"2019-05-15","All","Other",1113263.35,6080
"2019-05-15","All","Personal services",2514447.8,24046
"2019-05-15","All","Professional services",6108876.86,41923
"2019-05-15","All","Retail: Fuel stations",11723458.56,267356
"2019-05-15","All","Transport services",3884309.97,199128
"2019-05-15","E-comm","Retail: Food, beverage, tobacco",872476.45,5478
"2019-05-15","E-comm","Retail: Other goods",4847250.94,28724
"2019-05-15","POS","Retail: Food, beverage, tobacco",38396862.23,1180239
"2019-05-15","POS","Retail: Other goods",48266943.1499999,488821
"2019-05-16","All","Accommodation",7959382.80999999,34907
"2019-05-16","All","Entertainment and sports",2089275.85,22257
"2019-05-16","All","Food and beverage services",11958435.56,381932
"2019-05-16","All","Human health services",3055473.46,12083
"2019-05-16","All","Motor vehicles",2571039.51,9790
"2019-05-16","All","Other",1106128,6306
"2019-05-16","All","Personal services",2847088.65,26268
"2019-05-16","All","Professional services",5780010.19,39710
"2019-05-16","All","Retail: Fuel stations",11888130.53,274293
"2019-05-16","All","Transport services",3924662.37,205013
"2019-05-16","E-comm","Retail: Food, beverage, tobacco",953785.38,6060
"2019-05-16","E-comm","Retail: Other goods",4539876.02,32650
"2019-05-16","POS","Retail: Food, beverage, tobacco",39772688.5400001,1199745
"2019-05-16","POS","Retail: Other goods",47643457.3299999,484809
"2019-05-17","All","Accommodation",9077799.40999997,37346
"2019-05-17","All","Entertainment and sports",2244853.02,27500
"2019-05-17","All","Food and beverage services",14940592.53,415637
"2019-05-17","All","Human health services",3019494.52,12004
"2019-05-17","All","Motor vehicles",2952712.94,11563
"2019-05-17","All","Other",1100449.8,6281
"2019-05-17","All","Personal services",3262860.96,31288
"2019-05-17","All","Professional services",5659808.58,41385
"2019-05-17","All","Retail: Fuel stations",13135700.41,296957
"2019-05-17","All","Transport services",4050907.01,217784
"2019-05-17","E-comm","Retail: Food, beverage, tobacco",916431.11,5470
"2019-05-17","E-comm","Retail: Other goods",3663633.09,22136
"2019-05-17","POS","Retail: Food, beverage, tobacco",57281768.74,1377189
"2019-05-17","POS","Retail: Other goods",56445879.7999999,556797
"2019-05-18","All","Accommodation",6914392.45,33485
"2019-05-18","All","Entertainment and sports",2518555.58,39348
