"Date","Payment method","Merchant category","Amount CHF","Number of transactions"
"2019-10-27","Debit","Professional services",224060.44,4029
"2019-10-27","Debit","Retail: Food, beverage, tobacco",4022683.92,203907
"2019-10-27","Debit","Retail: Fuel stations",9319502.28999999,248012
"2019-10-27","Debit","Retail: Other goods",4143965.7,47354
"2019-10-27","Debit","Transport services",887607.89,36107
"2019-10-27","Mobile","Accommodation",14904,91
"2019-10-27","Mobile","Food and beverage services",62226.51,1627
"2019-10-27","Mobile","Other",281482.69,2882
"2019-10-27","Mobile","Professional services",36681.34,625
"2019-10-27","Mobile","Retail: Food, beverage, tobacco",70387.43,2126
"2019-10-27","Mobile","Retail: Fuel stations",15760.87,687
"2019-10-27","Mobile","Retail: Other goods",1003371.32,4974
"2019-10-27","Mobile","Transport services",334994.4,17144
"2019-10-28","Credit","Accommodation",4710367.02999999,17549
"2019-10-28","Credit","Food and beverage services",3954031.63,121556
"2019-10-28","Credit","Other",5067973.27,32717
"2019-10-28","Credit","Professional services",4422359.17999999,39947
"2019-10-28","Credit","Retail: Food, beverage, tobacco",10913036.73,305284
"2019-10-28","Credit","Retail: Fuel stations",2778881.7,58507
"2019-10-28","Credit","Retail: Other goods",22505684.1899999,151582
"2019-10-28","Credit","Transport services",3740565.77000001,172111
"2019-10-28","Debit","Accommodation",856573.61,8334
"2019-10-28","Debit","Food and beverage services",4425917.7,202145
"2019-10-28","Debit","Other",6639253.55,39643
"2019-10-28","Debit","Professional services",1988862.52,17448
"2019-10-28","Debit","Retail: Food, beverage, tobacco",35159654.98,1047240
"2019-10-28","Debit","Retail: Fuel stations",8136641.36999999,200701
"2019-10-28","Debit","Retail: Other goods",30222242.7799999,376438
"2019-10-28","Debit","Transport services",704331.98,40387
"2019-10-28","Mobile","Accommodation",6134.45,95
"2019-10-28","Mobile","Food and beverage services",80382.91,5298
"2019-10-28","Mobile","Other",333375.67,3361
"2019-10-28","Mobile","Professional services",68660.67,1093
"2019-10-28","Mobile","Retail: Food, beverage, tobacco",256834.97,9362
"2019-10-28","Mobile","Retail: Fuel stations",13487.88,575
"2019-10-28","Mobile","Retail: Other goods",1518574.66,7178
"2019-10-28","Mobile","Transport services",345230.6,18182
"2019-10-29","Credit","Accommodation",4769566.92,19421
"2019-10-29","Credit","Food and beverage services",4964161.36,132638
"2019-10-29","Credit","Other",5124138.53,35274
"2019-10-29","Credit","Professional services",4199459.53,25846
"2019-10-29","Credit","Retail: Food, beverage, tobacco",10424357.22,295195
"2019-10-29","Credit","Retail: Fuel stations",2886135.03,60407
"2019-10-29","Credit","Retail: Other goods",22717225.6699998,148089
"2019-10-29","Credit","Transport services",3752610.5,178639
"2019-10-29","Debit","Accommodation",847360.35,9161
"2019-10-29","Debit","Food and beverage services",5343498.97999999,223537
"2019-10-29","Debit","Other",7411933.05,49396
"2019-10-29","Debit","Professional services",1726641.75,16083
"2019-10-29","Debit","Retail: Food, beverage, tobacco",32391273.18,998180
"2019-10-29","Debit","Retail: Fuel stations",8258450.74999999,205054
"2019-10-29","Debit","Retail: Other goods",31333673.5699999,382890
"2019-10-29","Debit","Transport services",659867.000000001,42580
"2019-10-29","Mobile","Accommodation",4927.3,91
"2019-10-29","Mobile","Food and beverage services",93008.89,5664
"2019-10-29","Mobile","Other",336178.66,3508
"2019-10-29","Mobile","Professional services",56606.69,1046
"2019-10-29","Mobile","Retail: Food, beverage, tobacco",242782.47,9139
"2019-10-29","Mobile","Retail: Fuel stations",14098.91,617
"2019-10-29","Mobile","Retail: Other goods",1264251.06,6059
"2019-10-29","Mobile","Transport services",278880.7,15858
"2019-10-30","Credit","Accommodation",5496586.08999999,21352
"2019-10-30","Credit","Food and beverage services",5412921.57999999,138186
"2019-10-30","Credit","Other",5314801.17,37103
"2019-10-30","Credit","Professional services",4091011.34999999,27324
"2019-10-30","Credit","Retail: Food, beverage, tobacco",11013711.42,301572
"2019-10-30","Credit","Retail: Fuel stations",3067111.2,63823
"2019-10-30","Credit","Retail: Other goods",23839338.1899998,159210
"2019-10-30","Credit","Transport services",4165339.95,186981
"2019-10-30","Debit","Accommodation",962596.13,10314
"2019-10-30","Debit","Food and beverage services",5883721.53999999,233078
"2019-10-30","Debit","Other",7989018,52608
"2019-10-30","Debit","Professional services",1851257.92,17089
"2019-10-30","Debit","Retail: Food, beverage, tobacco",34650297.84,1023350
"2019-10-30","Debit","Retail: Fuel stations",8636478.18,212461
"2019-10-30","Debit","Retail: Other goods",34219387.13,424838
"2019-10-30","Debit","Transport services",737986.23,45153
"2019-10-30","Mobile","Accommodation",6709.4,120
"2019-10-30","Mobile","Food and beverage services",90448.2,5572
"2019-10-30","Mobile","Other",336186.22,3572
"2019-10-30","Mobile","Professional services",62341.24,942
"2019-10-30","Mobile","Retail: Food, beverage, tobacco",258291.32,8882
"2019-10-30","Mobile","Retail: Fuel stations",13138.78,586
"2019-10-30","Mobile","Retail: Other goods",1689291.52,6311
"2019-10-30","Mobile","Transport services",293754.15,18663
"2019-10-31","Credit","Accommodation",5979642.63,21328
"2019-10-31","Credit","Food and beverage services",5967350.82000001,144195
"2019-10-31","Credit","Other",5515801.88,38267
"2019-10-31","Credit","Professional services",4202984.43999999,26584
"2019-10-31","Credit","Retail: Food, beverage, tobacco",13034731.66,332561
"2019-10-31","Credit","Retail: Fuel stations",3393433.19999999,70924
"2019-10-31","Credit","Retail: Other goods",23044525.7899998,163220
"2019-10-31","Credit","Transport services",4221830.14999999,191137
"2019-10-31","Debit","Accommodation",1156727.3,11204
"2019-10-31","Debit","Food and beverage services",6720862.94000001,249292
"2019-10-31","Debit","Other",7942589.98,53434
"2019-10-31","Debit","Professional services",1807454.19,16402
"2019-10-31","Debit","Retail: Food, beverage, tobacco",39105909.23,1107129
"2019-10-31","Debit","Retail: Fuel stations",9256584.60000001,229477
"2019-10-31","Debit","Retail: Other goods",33787691.09,421970
"2019-10-31","Debit","Transport services",755154.26,45698
"2019-10-31","Mobile","Accommodation",14798.95,130
"2019-10-31","Mobile","Food and beverage services",98477.6799999999,5613
"2019-10-31","Mobile","Other",300060,3565
"2019-10-31","Mobile","Professional services",48541.65,786
"2019-10-31","Mobile","Retail: Food, beverage, tobacco",257575.25,9001
"2019-10-31","Mobile","Retail: Fuel stations",14315.02,667
"2019-10-31","Mobile","Retail: Other goods",1319678.44,5804
"2019-10-31","Mobile","Transport services",274535.53,18316
"2019-11-01","Credit","Accommodation",5776596.87999999,22275
"2019-11-01","Credit","Food and beverage services",7531317.43000001,152179
"2019-11-01","Credit","Other",5796835.83,45984
"2019-11-01","Credit","Professional services",3517597.27,26694
"2019-11-01","Credit","Retail: Food, beverage, tobacco",12176195.6,294483
"2019-11-01","Credit","Retail: Fuel stations",3214802.21,69230
"2019-11-01","Credit","Retail: Other goods",24032158.8599999,156240
"2019-11-01","Credit","Transport services",3673009.83,199899
"2019-11-01","Debit","Accommodation",1629539.74,14779
"2019-11-01","Debit","Food and beverage services",8882420.86000002,266028
"2019-11-01","Debit","Other",6830816.18,59116
"2019-11-01","Debit","Professional services",1634822.98,14797
"2019-11-01","Debit","Retail: Food, beverage, tobacco",35788297.3,952333
"2019-11-01","Debit","Retail: Fuel stations",9475356.40999999,237892
"2019-11-01","Debit","Retail: Other goods",33988061.1,390878
"2019-11-01","Debit","Transport services",933066.97,50775
"2019-11-01","Mobile","Accommodation",6885.9,104
"2019-11-01","Mobile","Food and beverage services",112391.39,5035
"2019-11-01","Mobile","Other",374956.09,4404
"2019-11-01","Mobile","Professional services",62059.57,861
"2019-11-01","Mobile","Retail: Food, beverage, tobacco",223573.29,7348
"2019-11-01","Mobile","Retail: Fuel stations",15220.07,664
"2019-11-01","Mobile","Retail: Other goods",987558.2,4880
"2019-11-01","Mobile","Transport services",326597.5,21429
"2019-11-02","Credit","Accommodation",4457298.7,19756
"2019-11-02","Credit","Food and beverage services",7048735.44,106170
"2019-11-02","Credit","Other",4891333.37,45694
"2019-11-02","Credit","Professional services",2000769.09,20850
"2019-11-02","Credit","Retail: Food, beverage, tobacco",20333795.9199999,378547
"2019-11-02","Credit","Retail: Fuel stations",3143029.96999999,63180
"2019-11-02","Credit","Retail: Other goods",38714156.5399999,239205
"2019-11-02","Credit","Transport services",3098935.91,183259
"2019-11-02","Debit","Accommodation",1773935.72,14543
"2019-11-02","Debit","Food and beverage services",8400030.71,187405
"2019-11-02","Debit","Other",6560124.1,65502
"2019-11-02","Debit","Professional services",1200584.97,14114
"2019-11-02","Debit","Retail: Food, beverage, tobacco",63268764.13,1232970
"2019-11-02","Debit","Retail: Fuel stations",9059313.91,211596
"2019-11-02","Debit","Retail: Other goods",61407435.68,662975
"2019-11-02","Debit","Transport services",976344.05,53831
"2019-11-02","Mobile","Accommodation",8496.5,90
"2019-11-02","Mobile","Food and beverage services",71928.73,1998
"2019-11-02","Mobile","Other",282753.25,3639
"2019-11-02","Mobile","Professional services",30635.68,519
"2019-11-02","Mobile","Retail: Food, beverage, tobacco",412670.29,8522
"2019-11-02","Mobile","Retail: Fuel stations",14395.16,561
"2019-11-02","Mobile","Retail: Other goods",1395123.82,6017
"2019-11-02","Mobile","Transport services",286605.98,21006
"2019-11-03","Credit","Accommodation",5211980.64999999,18437
"2019-11-03","Credit","Food and beverage services",4310706.71999999,74843
"2019-11-03","Credit","Other",2889227.59,32253
"2019-11-03","Credit","Professional services",1576456.34,16856
"2019-11-03","Credit","Retail: Food, beverage, tobacco",1746458.07,68547
"2019-11-03","Credit","Retail: Fuel stations",2663276.34,61104
"2019-11-03","Credit","Retail: Other goods",7604202.39000003,48734
"2019-11-03","Credit","Transport services",3065354.13,136749
"2019-11-03","Debit","Accommodation",1750539.02,11750
"2019-11-03","Debit","Food and beverage services",4807033.84,106116
"2019-11-03","Debit","Other",1962158.14,35310
"2019-11-03","Debit","Professional services",227561.33,4174
"2019-11-03","Debit","Retail: Food, beverage, tobacco",3397991.57,174785
"2019-11-03","Debit","Retail: Fuel stations",7610057.37999999,200552
"2019-11-03","Debit","Retail: Other goods",2027185.73,31723
"2019-11-03","Debit","Transport services",557277.12,27046
"2019-11-03","Mobile","Accommodation",6963.85,65
"2019-11-03","Mobile","Food and beverage services",60894.44,1627
"2019-11-03","Mobile","Other",289787.69,3229
"2019-11-03","Mobile","Professional services",38085.88,611
"2019-11-03","Mobile","Retail: Food, beverage, tobacco",75195.05,1992
"2019-11-03","Mobile","Retail: Fuel stations",13838.91,614
"2019-11-03","Mobile","Retail: Other goods",809175.87,4668
"2019-11-03","Mobile","Transport services",303155.2,15220
"2019-11-04","Credit","Accommodation",4434079.87999999,16221
"2019-11-04","Credit","Food and beverage services",3686115.40999999,117392
"2019-11-04","Credit","Other",4654635,30855
"2019-11-04","Credit","Professional services",4097576.23,29957
"2019-11-04","Credit","Retail: Food, beverage, tobacco",10267024.35,299637
"2019-11-04","Credit","Retail: Fuel stations",2787103.04,59308
"2019-11-04","Credit","Retail: Other goods",21064601.7899999,150034
"2019-11-04","Credit","Transport services",3480177.1,164461
"2019-11-04","Debit","Accommodation",745170.610000001,7415
"2019-11-04","Debit","Food and beverage services",4063790.76,195249
"2019-11-04","Debit","Other",6102552.7,38004
"2019-11-04","Debit","Professional services",1972806.65,16665
"2019-11-04","Debit","Retail: Food, beverage, tobacco",32427582.5,1017317
"2019-11-04","Debit","Retail: Fuel stations",7885245.48000001,196331
"2019-11-04","Debit","Retail: Other goods",28932609.81,367957
"2019-11-04","Debit","Transport services",685723.51,39312
"2019-11-04","Mobile","Accommodation",6099.65,96
"2019-11-04","Mobile","Food and beverage services",75503.53,5123
"2019-11-04","Mobile","Other",305586.6,3376
"2019-11-04","Mobile","Professional services",61143.46,1004
"2019-11-04","Mobile","Retail: Food, beverage, tobacco",228974.8,9244
"2019-11-04","Mobile","Retail: Fuel stations",14459.15,586
"2019-11-04","Mobile","Retail: Other goods",1082183.43,6518
"2019-11-04","Mobile","Transport services",338556.65,17451
"2019-11-05","Credit","Accommodation",4275099.02000001,17979
"2019-11-05","Credit","Food and beverage services",4678821.15000001,129063
"2019-11-05","Credit","Other",5070712.57,33621
"2019-11-05","Credit","Professional services",4545048.98000001,34601
"2019-11-05","Credit","Retail: Food, beverage, tobacco",9679731.12999998,288203
"2019-11-05","Credit","Retail: Fuel stations",2799313.27,59656
"2019-11-05","Credit","Retail: Other goods",21539438.7299999,142788
"2019-11-05","Credit","Transport services",3265555.4,171842
"2019-11-05","Debit","Accommodation",769818.02,8754
"2019-11-05","Debit","Food and beverage services",5019651.79,218538
"2019-11-05","Debit","Other",7401163.84,46734
"2019-11-05","Debit","Professional services",1735807.73,15876
"2019-11-05","Debit","Retail: Food, beverage, tobacco",30188336.08,972744
"2019-11-05","Debit","Retail: Fuel stations",8010548.39,200481
"2019-11-05","Debit","Retail: Other goods",29363922.67,363570
"2019-11-05","Debit","Transport services",613612.69,40470
"2019-11-05","Mobile","Accommodation",6956.5,110
"2019-11-05","Mobile","Food and beverage services",81739.75,5564
"2019-11-05","Mobile","Other",320937.06,3468
"2019-11-05","Mobile","Professional services",62101.79,1320
"2019-11-05","Mobile","Retail: Food, beverage, tobacco",242857.77,9050
"2019-11-05","Mobile","Retail: Fuel stations",12253.85,549
"2019-11-05","Mobile","Retail: Other goods",1413486.58,6482
"2019-11-05","Mobile","Transport services",274515.8,17473
"2019-11-06","Credit","Accommodation",4906235.17,20108
"2019-11-06","Credit","Food and beverage services",5199449.74000002,134617
"2019-11-06","Credit","Other",5346663.01,36771
"2019-11-06","Credit","Professional services",3651751.71,26828
"2019-11-06","Credit","Retail: Food, beverage, tobacco",10218745.1599999,295907
"2019-11-06","Credit","Retail: Fuel stations",2986929.49999999,63281
"2019-11-06","Credit","Retail: Other goods",23444917.0999999,161117
"2019-11-06","Credit","Transport services",3413851.81,178764
"2019-11-06","Debit","Accommodation",829732.04,9545
"2019-11-06","Debit","Food and beverage services",5575563.66,225637
"2019-11-06","Debit","Other",7687938.44,50244
"2019-11-06","Debit","Professional services",1841825.39,16811
"2019-11-06","Debit","Retail: Food, beverage, tobacco",32048580.55,1005743
"2019-11-06","Debit","Retail: Fuel stations",8457789.96999999,210455
"2019-11-06","Debit","Retail: Other goods",33781595.61,418087
"2019-11-06","Debit","Transport services",674897.97,43582
"2019-11-06","Mobile","Accommodation",4872.2,85
"2019-11-06","Mobile","Food and beverage services",87620.89,5327
"2019-11-06","Mobile","Other",393038.39,3950
"2019-11-06","Mobile","Professional services",63689.28,1000
"2019-11-06","Mobile","Retail: Food, beverage, tobacco",243641.55,9073
"2019-11-06","Mobile","Retail: Fuel stations",14335.97,641
"2019-11-06","Mobile","Retail: Other goods",1294962.23,7144
"2019-11-06","Mobile","Transport services",296290.9,18231
"2019-11-07","Credit","Accommodation",5463944.42,21061
