"Date","Payment method","Cardholder origin","Channel","Amount CHF","Number of transactions"
"2019-07-27","Mobile","all","all",2104053.13,30527
"2019-07-28","Credit","Domestic","E-comm",8954812.61,145363
"2019-07-28","Credit","Domestic","POS",10724548.69,164598
"2019-07-28","Credit","Foreign","E-comm",2031517.12999999,17184
"2019-07-28","Credit","Foreign","POS",15246532.59,141921
"2019-07-28","Debit","Domestic","All",21132852.11,539209
"2019-07-28","Debit","Foreign","All",1855885.89,35803
"2019-07-28","Mobile","all","all",1775271.7,22026
"2019-07-29","Credit","Domestic","E-comm",10886608.98,170966
"2019-07-29","Credit","Domestic","POS",30785476.31,485853
"2019-07-29","Credit","Foreign","E-comm",3460644.05,21939
"2019-07-29","Credit","Foreign","POS",20154976.9200001,194151
"2019-07-29","Debit","Domestic","All",87645301.39,1727338
"2019-07-29","Debit","Foreign","All",2450497.34,47405
"2019-07-29","Mobile","all","all",2098045.09,28887
"2019-07-30","Credit","Domestic","E-comm",9415955.28,164860
"2019-07-30","Credit","Domestic","POS",31715937.18,497759
"2019-07-30","Credit","Foreign","E-comm",3541595.46,21115
"2019-07-30","Credit","Foreign","POS",18831380.8700001,188705
"2019-07-30","Debit","Domestic","All",85113692.97,1696557
"2019-07-30","Debit","Foreign","All",2302533.81,46669
"2019-07-30","Mobile","all","all",1870559.77,27320
"2019-07-31","Credit","Domestic","E-comm",8986372.89,169520
"2019-07-31","Credit","Domestic","POS",40196945.3199999,596369
"2019-07-31","Credit","Foreign","E-comm",3657622.40999999,22289
"2019-07-31","Credit","Foreign","POS",23059818.2400001,199271
"2019-07-31","Debit","Domestic","All",109785772.77,2024378
"2019-07-31","Debit","Foreign","All",2617658.15,50270
"2019-07-31","Mobile","all","all",2175369.53,30921
"2019-08-01","Credit","Domestic","E-comm",6505006.12,153718
"2019-08-01","Credit","Domestic","POS",11895732.48,205025
"2019-08-01","Credit","Foreign","E-comm",2763054.14,19188
"2019-08-01","Credit","Foreign","POS",13824652.0300001,128621
"2019-08-01","Debit","Domestic","All",24701257.6,652937
"2019-08-01","Debit","Foreign","All",1463449.57,29014
"2019-08-01","Mobile","all","all",1305112.89,19326
"2019-08-02","Credit","Domestic","E-comm",8664610.25,155797
"2019-08-02","Credit","Domestic","POS",42475363.6999999,541594
"2019-08-02","Credit","Foreign","E-comm",3004599.4,20202
"2019-08-02","Credit","Foreign","POS",23258656.04,205289
"2019-08-02","Debit","Domestic","All",111354881.96,1870455
"2019-08-02","Debit","Foreign","All",3107260.7,55708
"2019-08-02","Mobile","all","all",1992439.42,27441
"2019-08-03","Credit","Domestic","E-comm",6577257.03,151500
"2019-08-03","Credit","Domestic","POS",41027526.62,516533
"2019-08-03","Credit","Foreign","E-comm",1554578.21,16581
"2019-08-03","Credit","Foreign","POS",21337447.97,199809
"2019-08-03","Debit","Domestic","All",102127769.36,1754537
"2019-08-03","Debit","Foreign","All",3048280.06,57556
"2019-08-03","Mobile","all","all",1797076.65,26218
"2019-08-04","Credit","Domestic","E-comm",7273305.08,147547
"2019-08-04","Credit","Domestic","POS",13165318.84,201231
"2019-08-04","Credit","Foreign","E-comm",1737759.93,16889
"2019-08-04","Credit","Foreign","POS",14865225.34,150237
"2019-08-04","Debit","Domestic","All",23484054.9,616276
"2019-08-04","Debit","Foreign","All",1909645.4,37845
"2019-08-04","Mobile","all","all",1401342.03,19661
"2019-08-05","Credit","Domestic","E-comm",11424199.37,174205
"2019-08-05","Credit","Domestic","POS",29254106.29,489079
"2019-08-05","Credit","Foreign","E-comm",4031688.71999999,23065
"2019-08-05","Credit","Foreign","POS",20834803.15,205457
"2019-08-05","Debit","Domestic","All",81482317.5699999,1691841
"2019-08-05","Debit","Foreign","All",2451209.58,48318
"2019-08-05","Mobile","all","all",1950823.56,28828
"2019-08-06","Credit","Domestic","E-comm",10775967.95,171630
"2019-08-06","Credit","Domestic","POS",30406597.73,487540
"2019-08-06","Credit","Foreign","E-comm",18442775.37,49173
"2019-08-06","Credit","Foreign","POS",20425248.36,196160
"2019-08-06","Debit","Domestic","All",81591553.82,1647672
"2019-08-06","Debit","Foreign","All",2349773.43,45899
"2019-08-06","Mobile","all","all",2059178.79,29677
"2019-08-07","Credit","Domestic","E-comm",10694268.54,173980
"2019-08-07","Credit","Domestic","POS",32911728.92,511593
"2019-08-07","Credit","Foreign","E-comm",14219312.95,40146
"2019-08-07","Credit","Foreign","POS",22287338.68,206398
"2019-08-07","Debit","Domestic","All",87051047.95,1723815
"2019-08-07","Debit","Foreign","All",2597309.87,49624
"2019-08-07","Mobile","all","all",2499361.8,30726
"2019-08-08","Credit","Domestic","E-comm",9979741.80000001,183497
"2019-08-08","Credit","Domestic","POS",32906019.29,527641
"2019-08-08","Credit","Foreign","E-comm",10230255.98,32867
"2019-08-08","Credit","Foreign","POS",23084101.9199998,209016
"2019-08-08","Debit","Domestic","All",83989226.37,1744019
"2019-08-08","Debit","Foreign","All",2380988.44,46574
"2019-08-08","Mobile","all","all",2465824.89,30526
"2019-08-09","Credit","Domestic","E-comm",9041700.85,186131
"2019-08-09","Credit","Domestic","POS",37619968.1799999,571021
"2019-08-09","Credit","Foreign","E-comm",11298599.11,35074
"2019-08-09","Credit","Foreign","POS",21910928.2299999,219715
"2019-08-09","Debit","Domestic","All",95603767.9200001,1894677
"2019-08-09","Debit","Foreign","All",2674034.15,51741
"2019-08-09","Mobile","all","all",2016822.16,33013
"2019-08-10","Credit","Domestic","E-comm",7562737.85,181315
"2019-08-10","Credit","Domestic","POS",46002437.91,588331
"2019-08-10","Credit","Foreign","E-comm",6259929.34000001,24852
"2019-08-10","Credit","Foreign","POS",21666340.7299999,213827
"2019-08-10","Debit","Domestic","All",117421903.94,1975766
"2019-08-10","Debit","Foreign","All",3211137.47,60553
"2019-08-10","Mobile","all","all",2174383.29,31212
"2019-08-11","Credit","Domestic","E-comm",8123132.48,162524
"2019-08-11","Credit","Domestic","POS",12174620.65,200466
"2019-08-11","Credit","Foreign","E-comm",6166584.73,25143
"2019-08-11","Credit","Foreign","POS",16638174.1100001,158092
"2019-08-11","Debit","Domestic","All",22251658.5,601794
"2019-08-11","Debit","Foreign","All",1816653.27,36897
"2019-08-11","Mobile","all","all",1512379.04,21983
"2019-08-12","Credit","Domestic","E-comm",11091871.18,174919
"2019-08-12","Credit","Domestic","POS",29509320.56,503401
"2019-08-12","Credit","Foreign","E-comm",12842676.4,36633
"2019-08-12","Credit","Foreign","POS",21927370.4499998,217902
"2019-08-12","Debit","Domestic","All",79835260.6200001,1702787
"2019-08-12","Debit","Foreign","All",2577656.05999999,49491
"2019-08-12","Mobile","all","all",2121655.78,30081
"2019-08-13","Credit","Domestic","E-comm",10044514.25,163073
"2019-08-13","Credit","Domestic","POS",30905830.4799999,521895
"2019-08-13","Credit","Foreign","E-comm",10992347.79,32291
"2019-08-13","Credit","Foreign","POS",21848851.5,208733
"2019-08-13","Debit","Domestic","All",79353144.88,1699015
"2019-08-13","Debit","Foreign","All",2323860.77,44697
"2019-08-13","Mobile","all","all",1912972.28,28633
"2019-08-14","Credit","Domestic","E-comm",9568549.72,174659
"2019-08-14","Credit","Domestic","POS",32539961.86,545001
"2019-08-14","Credit","Foreign","E-comm",12677758.35,33814
"2019-08-14","Credit","Foreign","POS",21071320.8900001,212738
"2019-08-14","Debit","Domestic","All",81447302.2900001,1759539
"2019-08-14","Debit","Foreign","All",2278531.17,44979
"2019-08-14","Mobile","all","all",2179124.97,31193
"2019-08-15","Credit","Domestic","E-comm",9419123.97,177241
"2019-08-15","Credit","Domestic","POS",31318590.34,505042
"2019-08-15","Credit","Foreign","E-comm",11554901.68,31947
"2019-08-15","Credit","Foreign","POS",23158419.3999999,218973
"2019-08-15","Debit","Domestic","All",73376219.3899999,1582743
"2019-08-15","Debit","Foreign","All",2471250.86,48032
"2019-08-15","Mobile","all","all",2349265.61,27321
"2019-08-16","Credit","Domestic","E-comm",9130895.77000001,182699
"2019-08-16","Credit","Domestic","POS",41794022.91,622619
"2019-08-16","Credit","Foreign","E-comm",16480070.11,38605
"2019-08-16","Credit","Foreign","POS",23199520.3599998,233230
"2019-08-16","Debit","Domestic","All",102748742.2,1989521
"2019-08-16","Debit","Foreign","All",2872110.84,54029
"2019-08-16","Mobile","all","all",2061860.97,31110
"2019-08-17","Credit","Domestic","E-comm",6789729.42,167623
"2019-08-17","Credit","Domestic","POS",47368182.71,608631
"2019-08-17","Credit","Foreign","E-comm",13896289.53,34377
"2019-08-17","Credit","Foreign","POS",21668645.1799999,214699
"2019-08-17","Debit","Domestic","All",110232736.3,1908577
"2019-08-17","Debit","Foreign","All",3066968.78,55705
"2019-08-17","Mobile","all","all",2225997.56,29379
"2019-08-18","Credit","Domestic","E-comm",7586859.5,148337
"2019-08-18","Credit","Domestic","POS",12528981.26,213336
"2019-08-18","Credit","Foreign","E-comm",11656715.17,30654
"2019-08-18","Credit","Foreign","POS",14410783.2400001,155047
"2019-08-18","Debit","Domestic","All",22049539.58,609799
"2019-08-18","Debit","Foreign","All",1727178.41,34065
"2019-08-18","Mobile","all","all",1963107.69,21321
"2019-08-19","Credit","Domestic","E-comm",11403582.95,180752
"2019-08-19","Credit","Domestic","POS",28383043.4,517569
"2019-08-19","Credit","Foreign","E-comm",4178177.00999999,23415
"2019-08-19","Credit","Foreign","POS",20546638.3199999,203950
"2019-08-19","Debit","Domestic","All",74503959.68,1674079
"2019-08-19","Debit","Foreign","All",2140712.82,42319
"2019-08-19","Mobile","all","all",2055704.64,30736
"2019-08-20","Credit","Domestic","E-comm",10801652.52,184788
"2019-08-20","Credit","Domestic","POS",29620783.6400001,516560
"2019-08-20","Credit","Foreign","E-comm",4159547.00999999,22297
"2019-08-20","Credit","Foreign","POS",18563662.56,192716
"2019-08-20","Debit","Domestic","All",75547064.14,1628090
"2019-08-20","Debit","Foreign","All",1961507.05999999,38847
"2019-08-20","Mobile","all","all",1938052.67,31756
"2019-08-21","Credit","Domestic","E-comm",9841218.43,177625
"2019-08-21","Credit","Domestic","POS",32723754.81,562508
"2019-08-21","Credit","Foreign","E-comm",4304800.09,22493
"2019-08-21","Credit","Foreign","POS",18824384.94,199269
"2019-08-21","Debit","Domestic","All",80310285.9199999,1747426
"2019-08-21","Debit","Foreign","All",1863978.75999999,38340
"2019-08-21","Mobile","all","all",2234734.61,32036
"2019-08-22","Credit","Domestic","E-comm",10437266.03,186788
"2019-08-22","Credit","Domestic","POS",34125459.68,570467
"2019-08-22","Credit","Foreign","E-comm",29484237.25,65125
"2019-08-22","Credit","Foreign","POS",18611494.48,204907
"2019-08-22","Debit","Domestic","All",81231493.75,1759418
"2019-08-22","Debit","Foreign","All",1996202.82,40868
"2019-08-22","Mobile","all","all",1818172.79,30748
"2019-08-23","Credit","Domestic","E-comm",9368384.53,197118
"2019-08-23","Credit","Domestic","POS",40536750.34,607128
"2019-08-23","Credit","Foreign","E-comm",5856953.91000002,27307
"2019-08-23","Credit","Foreign","POS",21517829.1299999,209268
"2019-08-23","Debit","Domestic","All",111904131.41,2130578
"2019-08-23","Debit","Foreign","All",2323475.41,44349
"2019-08-23","Mobile","all","all",2173138.35,37650
"2019-08-24","Credit","Domestic","E-comm",6905068.1,183877
"2019-08-24","Credit","Domestic","POS",46846864.9,598788
"2019-08-24","Credit","Foreign","E-comm",1809629.4,17104
"2019-08-24","Credit","Foreign","POS",17145270.4000001,192889
"2019-08-24","Debit","Domestic","All",123439946.11,2109724
"2019-08-24","Debit","Foreign","All",2467905.77,46354
"2019-08-24","Mobile","all","all",1853854.29,33652
"2019-08-25","Credit","Domestic","E-comm",7804320.43,162427
"2019-08-25","Credit","Domestic","POS",12129375.97,205942
"2019-08-25","Credit","Foreign","E-comm",1598905.38,16699
"2019-08-25","Credit","Foreign","POS",11715069.62,141625
"2019-08-25","Debit","Domestic","All",23656157.27,649745
"2019-08-25","Debit","Foreign","All",1455502.2,29547
"2019-08-25","Mobile","all","all",1072132.55,22490
"2019-08-26","Credit","Domestic","E-comm",11268396.58,182517
"2019-08-26","Credit","Domestic","POS",27492540.85,496353
"2019-08-26","Credit","Foreign","E-comm",4574695.23999999,25364
"2019-08-26","Credit","Foreign","POS",16993569.9200001,189019
"2019-08-26","Debit","Domestic","All",82308881.56,1840843
"2019-08-26","Debit","Foreign","All",1748435.63,35094
"2019-08-26","Mobile","all","all",1826424.79,32894
"2019-08-27","Credit","Domestic","E-comm",10470238.86,177135
"2019-08-27","Credit","Domestic","POS",29535220.68,507786
"2019-08-27","Credit","Foreign","E-comm",3487334.47999999,22246
"2019-08-27","Credit","Foreign","POS",15541479.8,180659
"2019-08-27","Debit","Domestic","All",83416102.8899999,1837584
"2019-08-27","Debit","Foreign","All",1625147.08,32756
"2019-08-27","Mobile","all","all",1615937.77,33363
"2019-08-28","Credit","Domestic","E-comm",10596617.94,188952
"2019-08-28","Credit","Domestic","POS",32133523.2799999,527498
"2019-08-28","Credit","Foreign","E-comm",3411126.54999999,22057
"2019-08-28","Credit","Foreign","POS",16812580.1,184590
"2019-08-28","Debit","Domestic","All",88952054.58,1918971
"2019-08-28","Debit","Foreign","All",1690789.16,33888
"2019-08-28","Mobile","all","all",1626259.02,34179
"2019-08-29","Credit","Domestic","E-comm",10832577.26,195713
"2019-08-29","Credit","Domestic","POS",34457257.49,546684
"2019-08-29","Credit","Foreign","E-comm",3918367.61,22616
"2019-08-29","Credit","Foreign","POS",16827806.2700001,190113
"2019-08-29","Debit","Domestic","All",90875446.7900001,1930828
"2019-08-29","Debit","Foreign","All",1802865.12,34694
"2019-08-29","Mobile","all","all",1449946.77,34812
"2019-08-30","Credit","Domestic","E-comm",9510965.4,199972
"2019-08-30","Credit","Domestic","POS",40738827.14,605658
"2019-08-30","Credit","Foreign","E-comm",2899532.17999999,22152
"2019-08-30","Credit","Foreign","POS",17422768.2700001,192246
"2019-08-30","Debit","Domestic","All",108312381.34,2154897
"2019-08-30","Debit","Foreign","All",1976787.1,37851
"2019-08-30","Mobile","all","all",1648274.2,37692
"2019-08-31","Credit","Domestic","E-comm",7189511.15,181672
"2019-08-31","Credit","Domestic","POS",48432965.83,606129
"2019-08-31","Credit","Foreign","E-comm",1561770.66,16757
"2019-08-31","Credit","Foreign","POS",15281208.12,177785
"2019-08-31","Debit","Domestic","All",122050533.15,2110302
"2019-08-31","Debit","Foreign","All",2298824.15999999,42200
"2019-08-31","Mobile","all","all",1675327.42,33168
"2019-09-01","Credit","Domestic","E-comm",9690405.84999999,163712
"2019-09-01","Credit","Domestic","POS",11838027.04,191386
"2019-09-01","Credit","Foreign","E-comm",1570614.58,17256
"2019-09-01","Credit","Foreign","POS",10978676.07,126477
"2019-09-01","Debit","Domestic","All",23055791.08,622589
"2019-09-01","Debit","Foreign","All",1288929.44,26125
"2019-09-01","Mobile","all","all",1465891.47,22914
"2019-09-02","Credit","Domestic","E-comm",12519728.77,188328
"2019-09-02","Credit","Domestic","POS",28170423.85,499531
"2019-09-02","Credit","Foreign","E-comm",3385661.75999999,22871
"2019-09-02","Credit","Foreign","POS",14904890.1200001,174012
"2019-09-02","Debit","Domestic","All",81957228.11,1802335
"2019-09-02","Debit","Foreign","All",1609194.64,32531
"2019-09-02","Mobile","all","all",1350865.21,31494
"2019-09-03","Credit","Domestic","E-comm",10683226.74,181214
"2019-09-03","Credit","Domestic","POS",29680301.9100001,510570
"2019-09-03","Credit","Foreign","E-comm",3392795.36,22679
"2019-09-03","Credit","Foreign","POS",15591408.6800001,167054
"2019-09-03","Debit","Domestic","All",80172200.7400001,1794554
"2019-09-03","Debit","Foreign","All",1501337.01,30397
"2019-09-03","Mobile","all","all",1301528.17,27272
"2019-09-04","Credit","Domestic","E-comm",10263075.63,182772
"2019-09-04","Credit","Domestic","POS",31364088.95,529067
"2019-09-04","Credit","Foreign","E-comm",3234093.83,21358
"2019-09-04","Credit","Foreign","POS",15178724.5400001,172260
"2019-09-04","Debit","Domestic","All",83422401.0400001,1869759
