"Indizes / Veränderungen","Nominal / Real","Branche / Warengruppe","Monat","Unbereinigt","Kalenderbereinigt","Saisonbereinigt","Trend"
"Veränderungen","Nominal","Bekleidung, Schuhe","2012M12",-4.5,2.3,3.3,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M01",-3.1,-3.0,-2.6,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M02",-7.6,-4.0,-0.5,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M03",-15.6,-12.9,-3.1,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M04",6.1,2.7,5.4,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M05",-2.7,-3.1,-2.8,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M06",-1.1,1.8,2.5,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M07",-1.5,-3.2,-3.5,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M08",4.8,3.8,2.7,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M09",-8.8,-6.9,-0.5,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M10",-0.9,-2.0,0.0,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M11",7.1,6.0,5.5,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2013M12",-2.1,-1.2,-3.6,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M01",-2.1,-2.6,-3.6,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M02",0.0,0.0,1.9,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M03",6.6,7.8,4.9,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M04",-1.6,-1.6,-4.0,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M05",3.6,0.2,-1.0,-0.5
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M06",-0.8,3.0,3.6,-0.7
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M07",1.7,0.6,-4.9,-0.7
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M08",3.8,6.9,9.0,-0.7
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M09",-4.5,-7.2,-12.5,-0.7
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M10",-5.2,-5.2,1.8,-0.6
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M11",-11.2,-8.5,0.8,-0.4
"Veränderungen","Nominal","Bekleidung, Schuhe","2014M12",0.3,-0.4,5.6,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M01",-0.9,-1.8,-4.9,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M02",-7.2,-7.2,-3.9,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M03",-7.3,-7.7,5.1,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M04",-5.2,-3.8,-0.4,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M05",-6.5,-2.1,0.9,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M06",-2.3,-6.6,-2.7,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M07",-3.2,-3.2,-0.8,-0.4
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M08",-13.7,-11.9,-1.1,-0.4
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M09",1.7,1.6,2.3,-0.5
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M10",-0.5,-2.5,-2.3,-0.5
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M11",-10.4,-8.5,-6.4,-0.5
"Veränderungen","Nominal","Bekleidung, Schuhe","2015M12",-9.6,-9.7,5.0,-0.4
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M01",-4.4,-1.1,4.0,-0.4
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M02",3.6,-0.2,-3.1,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M03",-8.9,-8.6,-3.1,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M04",0.8,-4.4,3.8,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M05",-7.0,-6.1,-0.8,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M06",-4.3,-4.3,-2.4,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M07",-2.9,-2.2,2.2,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M08",2.4,-0.5,-0.1,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M09",-4.9,-5.9,-1.6,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M10",-1.5,2.5,6.2,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M11",5.4,2.3,-7.3,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2016M12",-1.5,-8.2,-5.0,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M01",-0.8,-2.8,10.0,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M02",-3.4,0.3,-0.1,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M03",7.4,5.5,2.3,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M04",-10.1,-5.8,-7.6,-0.4
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M05",3.9,1.0,6.6,-0.5
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M06",-0.1,0.5,-4.0,-0.6
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M07",-6.1,-5.0,-3.3,-0.7
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M08",-4.2,-4.1,0.4,-0.7
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M09",2.2,1.2,5.3,-0.7
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M10",-16.6,-15.8,-11.7,-0.6
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M11",0.0,0.0,9.6,-0.5
"Veränderungen","Nominal","Bekleidung, Schuhe","2017M12",-2.0,3.7,-0.8,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M01",-9.5,-9.0,-3.8,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M02",-5.9,-5.9,3.0,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M03",-11.4,-13.1,-4.9,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M04",0.4,2.4,8.4,-0.4
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M05",-9.1,-8.1,-4.2,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M06",-2.0,-4.6,-1.2,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M07",-0.6,0.4,1.8,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M08",1.2,0.1,-0.2,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M09",-13.6,-11.1,-5.6,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M10",5.8,3.9,3.2,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M11",-2.7,-3.8,1.2,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2018M12",-5.2,-4.0,-0.4,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M01",3.3,2.7,2.5,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M02",1.0,1.0,1.0,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M03",-0.6,2.2,-2.8,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M04",-6.7,-9.3,-4.2,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M05",-2.3,-4.4,0.7,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M06",0.3,5.1,7.9,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M07",1.7,-0.1,-3.3,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M08",-0.2,-1.2,-1.3,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M09",1.5,3.7,-0.3,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M10",-0.5,-1.6,-1.8,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M11",3.2,2.2,4.8,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2019M12",-0.3,0.6,-1.4,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M01",-2.0,-2.4,-0.9,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M02",1.7,-4.1,-1.1,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M03",-57.3,-56.4,-55.4,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M04",-82.1,-82.1,-60.8,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M05",-7.4,-6.3,425.6,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M06",-2.8,-3.5,10.4,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M07",5.1,3.9,4.3,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M08",-2.1,2.9,-2.5,-0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M09",2.9,-0.1,-3.0,-0.5
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M10",3.0,0.9,-0.4,-0.6
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M11",-21.1,-17.1,-14.3,-0.8
"Veränderungen","Nominal","Bekleidung, Schuhe","2020M12",-8.7,-9.4,8.3,-0.8
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M01",-29.8,-28.1,-21.3,-0.8
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M02",-73.9,-72.3,-62.1,-0.6
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M03",165.4,156.1,315.2,-0.4
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M04",492.7,496.7,-9.0,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M05",2.8,6.2,-6.4,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M06",1.6,-0.2,3.0,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M07",-5.6,-7.5,-3.1,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M08",4.6,1.7,7.0,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M09",-1.7,-1.7,-5.7,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M10",1.8,4.7,6.3,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M11",20.9,17.5,-4.0,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2021M12",9.0,5.8,-2.1,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M01",30.1,29.9,-3.5,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M02",249.3,249.3,1.8,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M03",-16.5,-15.9,0.2,-0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M04",0.5,-2.2,5.8,-0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M05",12.4,9.8,5.0,0.0
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M06",-6.3,-4.6,-11.0,0.1
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M07",0.9,3.8,5.5,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M08",-6.1,-6.2,-3.3,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M09",9.4,8.2,9.1,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M10",-11.1,-10.1,-11.4,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M11",-1.0,-1.1,5.4,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2022M12",5.7,1.4,0.6,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2023M01",8.8,6.8,1.5,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2023M02",5.4,5.4,0.4,0.4
"Veränderungen","Nominal","Bekleidung, Schuhe","2023M03",1.3,1.3,-3.5,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2023M04",-7.2,-4.5,-0.4,0.3
"Veränderungen","Nominal","Bekleidung, Schuhe","2023M05",-4.9,-4.3,5.1,0.2
"Veränderungen","Nominal","Bekleidung, Schuhe","2023M06",12.2,9.1,1.3,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M01",*,*,*,*
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M02",*,*,3.4,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M03",*,*,-2.9,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M04",*,*,3.8,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M05",*,*,-2.2,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M06",*,*,1.1,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M07",*,*,-0.1,0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M08",*,*,0.8,0.8
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M09",*,*,1.3,0.9
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M10",*,*,1.8,0.7
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M11",*,*,-0.2,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2000M12",*,*,0.0,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M01",6.9,5.4,-1.6,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M02",-2.5,1.0,-0.6,-0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M03",4.9,5.0,0.8,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M04",-0.7,-0.2,-1.3,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M05",-1.3,0.6,-1.5,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M06",8.1,5.9,6.4,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M07",2.9,2.7,-3.2,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M08",2.1,2.0,0.2,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M09",-1.7,0.5,0.0,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M10",-0.2,-2.3,-1.0,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M11",-0.3,-0.4,1.9,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2001M12",-0.8,0.3,0.9,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M01",0.9,1.0,-1.9,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M02",1.0,1.0,0.1,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M03",-2.7,0.5,-0.1,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M04",3.8,0.4,-1.0,-0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M05",1.2,2.8,0.8,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M06",-5.8,-5.2,-2.0,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M07",1.1,-1.1,1.0,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M08",-1.5,-1.4,-0.2,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M09",-1.7,-1.2,0.7,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M10",-0.1,-0.6,-0.5,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M11",-2.4,-2.4,0.2,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2002M12",-3.9,-4.2,-0.6,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M01",-1.1,-1.2,-0.3,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M02",-3.3,-3.3,-1.4,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M03",-1.5,-2.0,1.0,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M04",-1.8,-1.3,-0.3,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M05",-0.6,-2.1,0.0,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M06",-3.5,-1.5,-1.6,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M07",0.1,-0.4,2.1,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M08",-6.6,-4.5,-4.4,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M09",2.2,-0.1,6.4,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M10",0.4,0.4,-0.2,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M11",-3.9,-1.8,-1.8,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2003M12",1.8,-0.3,1.3,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M01",5.8,5.9,4.3,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M02",4.6,3.2,-3.0,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M03",4.0,1.6,-0.9,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M04",1.2,1.2,-0.9,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M05",-3.0,1.3,0.5,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M06",11.7,6.9,3.5,-0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M07",-0.3,-0.2,-4.7,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M08",6.2,4.3,-0.4,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M09",-2.4,-2.9,0.3,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M10",-4.5,-2.4,0.0,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M11",1.9,0.1,0.8,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2004M12",-0.1,-2.9,-1.4,0.9
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M01",-3.9,-2.6,3.3,1.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M02",-0.1,1.3,1.4,0.9
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M03",0.7,2.9,0.6,0.7
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M04",6.9,4.1,-0.1,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M05",-0.9,-1.9,-4.8,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M06",-0.4,-0.3,4.7,-0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M07",1.5,3.7,-0.8,-0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M08",4.1,3.5,-1.0,-0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M09",1.0,0.9,-1.0,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M10",1.6,2.2,1.2,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M11",1.6,1.1,-0.3,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2005M12",2.3,1.9,-0.3,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M01",3.3,2.0,2.7,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M02",-1.1,-1.1,-1.4,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M03",0.7,-2.0,-0.6,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M04",-2.9,2.0,3.6,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M05",7.4,4.1,-2.5,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M06",-1.4,0.1,0.3,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M07",0.7,1.3,0.4,0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M08",4.8,4.9,2.1,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M09",3.6,3.6,-1.3,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M10",1.6,1.5,-0.9,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M11",4.8,4.9,3.1,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2006M12",0.8,5.3,0.1,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M01",3.8,3.6,1.1,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M02",3.6,3.6,-1.4,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M03",5.6,5.5,0.9,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M04",2.3,2.9,0.8,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M05",2.5,3.9,-1.6,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M06",7.4,5.8,2.3,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M07",5.5,5.3,-0.2,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M08",4.5,4.4,1.2,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M09",1.7,4.0,-1.4,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M10",7.4,5.2,0.5,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M11",3.4,3.3,1.4,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2007M12",2.6,3.8,0.5,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M01",2.0,2.1,-0.1,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M02",7.6,3.8,0.0,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M03",-1.7,3.9,0.4,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M04",8.3,2.4,-0.8,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M05",7.3,6.5,2.1,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M06",-0.1,2.6,-1.4,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M07",6.2,3.4,0.4,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M08",-0.4,1.9,0.0,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M09",9.3,7.4,3.9,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M10",2.4,1.9,-4.3,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M11",-2.5,-0.2,-0.4,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2008M12",2.1,-0.3,0.3,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M01",-0.9,-0.9,0.0,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M02",-2.8,0.7,1.3,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M03",2.4,-0.4,-1.6,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M04",-0.7,2.1,2.0,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M05",-1.4,0.0,-0.4,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M06",1.4,0.8,-0.5,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M07",1.0,1.0,0.7,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M08",0.5,1.0,0.4,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M09",-1.5,-2.0,0.3,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M10",3.2,3.3,1.3,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M11",0.9,1.4,-2.0,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2009M12",2.8,2.3,1.2,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M01",-1.5,0.6,-1.2,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M02",1.3,1.3,1.8,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M03",6.8,3.7,-0.2,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M04",0.0,0.7,-0.8,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M05",-0.6,1.6,0.1,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M06",2.8,0.6,-1.5,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M07",2.4,2.5,3.0,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M08",2.9,0.6,-1.1,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M09",1.8,1.9,1.2,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M10",-2.5,-0.5,-0.8,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M11",3.5,1.2,-0.3,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2010M12",1.4,-0.9,-0.8,-0.4
